2026-06-15 23:13:19,915 | ERROR | [system] | Critical Database Infrastructure Fault during init: could not translate host name "db" to address: Name or service not known

2026-06-15 23:33:17,751 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:33:19,526 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:33:20,127 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:33:27,235 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:33:39,492 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:33:42,962 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:33:50,671 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:34:02,932 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:34:06,372 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:34:13,229 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:34:13,229 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: could not translate host name "db" to address: Name or service not known

2026-06-15 23:34:14,097 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:34:15,913 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:34:26,366 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:34:29,819 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:34:37,517 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:34:49,765 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:34:53,227 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:35:00,932 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:35:13,209 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:35:13,209 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:35:16,636 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:35:17,467 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: could not translate host name "db" to address: Name or service not known

2026-06-15 23:35:20,172 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:35:24,342 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:35:36,613 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:35:40,051 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:35:47,770 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:36:00,029 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:36:03,486 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:36:11,183 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:36:13,182 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: could not translate host name "db" to address: Name or service not known

2026-06-15 23:36:13,182 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:36:20,433 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:36:23,433 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:36:26,917 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:36:34,634 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:36:46,908 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:36:50,351 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:36:58,068 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:37:10,302 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:37:12,911 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: could not translate host name "db" to address: Name or service not known

2026-06-15 23:37:13,192 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:37:13,793 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:37:15,593 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:37:21,505 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:37:33,795 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:37:37,223 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:37:44,948 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:37:57,190 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:38:00,674 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:38:08,382 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:38:17,743 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: could not translate host name "db" to address: Name or service not known

2026-06-15 23:38:17,743 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:38:20,448 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:38:20,634 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:38:24,110 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:38:31,818 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:38:44,082 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-15 23:38:47,536 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-16 00:16:10,899 | ERROR | [system] | Critical Database Infrastructure Fault during init: could not translate host name "db" to address: Name or service not known

2026-06-16 00:16:10,899 | INFO | [system] | Central database architecture successfully synchronized via Flask context.
2026-06-16 00:16:10,899 | WARNING | [system] | System initialized with missing or partial environment credentials. Check your .env configuration.
2026-06-16 00:16:14,756 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-16 00:16:22,442 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-16 00:16:34,690 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-16 00:16:38,156 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-16 00:16:45,842 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-16 00:16:58,092 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-16 00:17:01,553 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-16 00:17:09,253 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-16 00:17:21,510 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: could not translate host name "db" to address: Name or service not known

2026-06-16 00:23:44,400 | ERROR | [system] | Critical Database Infrastructure Fault during init: connection to server at "localhost" (::1), port 5432 failed: FATAL:  password authentication failed for user "postgres"

2026-06-16 00:23:44,400 | INFO | [system] | Central database architecture successfully synchronized via Flask context.
2026-06-16 00:23:44,400 | WARNING | [system] | System initialized with missing or partial environment credentials. Check your .env configuration.
2026-06-16 00:23:49,096 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5432 failed: FATAL:  password authentication failed for user "postgres"

2026-06-16 00:23:54,126 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5432 failed: FATAL:  password authentication failed for user "postgres"

2026-06-16 00:23:59,150 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5432 failed: FATAL:  password authentication failed for user "postgres"

2026-06-16 00:24:04,195 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5432 failed: FATAL:  password authentication failed for user "postgres"

2026-06-16 00:24:09,223 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5432 failed: FATAL:  password authentication failed for user "postgres"

2026-06-16 00:24:14,249 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5432 failed: FATAL:  password authentication failed for user "postgres"

2026-06-19 11:20:33,904 | ERROR | [system] | Critical Database Infrastructure Fault during init: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:20:33,910 | INFO | [system] | Central database architecture successfully synchronized via Flask context.
2026-06-19 11:20:33,910 | WARNING | [system] | System initialized with missing or partial environment credentials. Check your .env configuration.
2026-06-19 11:20:34,441 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:20:39,476 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:20:44,501 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:20:49,528 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:20:54,553 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:20:59,584 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:04,610 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:08,267 | ERROR | [system] | Security Core Authentication Exception: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:08,602 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:08,617 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:08,857 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:09,648 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:10,738 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:10,752 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:12,422 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:12,433 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:13,746 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:14,430 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:14,440 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:14,691 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:16,737 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:16,756 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:18,439 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:18,471 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:18,725 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:19,714 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:21,513 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:21,523 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:23,199 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:23,210 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:24,503 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:24,736 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:25,196 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:25,207 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:27,510 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:27,521 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:29,196 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:29,206 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:29,503 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:29,758 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:31,502 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:31,512 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:33,197 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:33,207 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:34,490 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:34,784 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:35,207 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:35,216 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:37,514 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:37,526 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:39,197 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:39,209 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:39,511 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:39,808 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:41,518 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:41,527 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:43,190 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:43,202 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:44,492 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:44,832 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:45,195 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:45,204 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:47,534 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:47,545 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:49,190 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:49,206 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:49,512 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:49,855 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:51,507 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:51,532 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:53,184 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:53,188 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:54,506 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:54,880 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:55,197 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:55,203 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:57,506 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:57,513 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:59,193 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:59,204 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:59,506 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:21:59,916 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:01,509 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:01,523 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:03,180 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:03,192 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:04,506 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

