2026-05-27 15:08:53,762 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.4%
2026-05-27 15:12:08,202 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.3%
2026-05-27 15:12:10,214 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.9%
2026-05-27 15:12:10,214 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.0%
2026-05-27 15:12:10,215 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.6%
2026-05-27 15:12:12,193 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.9%
2026-05-27 15:12:12,193 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.1%
2026-05-27 15:12:12,194 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.7%
2026-05-27 15:12:14,200 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.1%
2026-05-27 15:12:14,201 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.1%
2026-05-27 15:12:14,201 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.0%
2026-05-27 15:12:16,206 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.7%
2026-05-27 15:12:16,206 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.9%
2026-05-27 15:12:18,205 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.0%
2026-05-27 15:12:18,205 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.5%
2026-05-27 15:12:20,207 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.4%
2026-05-27 15:12:20,208 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.8%
2026-05-27 15:12:22,204 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.4%
2026-05-27 15:12:22,205 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.2%
2026-05-27 15:12:22,205 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.2%
2026-05-27 15:12:24,209 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.6%
2026-05-27 15:12:24,210 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.0%
2026-05-27 15:12:24,210 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.5%
2026-05-27 15:12:26,205 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.2%
2026-05-27 15:12:26,206 | WARNING | alerts | server-3 - HIGH RAM USAGE: 90.4%
2026-05-27 15:12:28,207 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.3%
2026-05-27 15:12:28,207 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.0%
2026-05-27 15:12:28,208 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.2%
2026-05-27 15:12:30,202 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.6%
2026-05-27 15:12:30,203 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.3%
2026-05-27 15:12:30,203 | WARNING | alerts | server-3 - HIGH RAM USAGE: 90.5%
2026-05-27 15:12:32,206 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.8%
2026-05-27 15:12:32,207 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.3%
2026-05-27 15:12:32,207 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.6%
2026-05-27 15:12:34,200 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.8%
2026-05-27 15:12:34,200 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.5%
2026-05-27 15:12:34,200 | WARNING | alerts | server-3 - HIGH RAM USAGE: 90.2%
2026-05-27 15:12:36,206 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.7%
2026-05-27 15:12:36,206 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.1%
2026-05-27 15:12:36,206 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.8%
2026-05-27 15:12:38,201 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.4%
2026-05-27 15:12:38,202 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.5%
2026-05-27 15:12:38,202 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.4%
2026-05-27 15:12:40,202 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.7%
2026-05-27 15:12:40,203 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.5%
2026-05-27 15:12:40,203 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.7%
2026-05-27 15:12:42,221 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.6%
2026-05-27 15:12:42,222 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.2%
2026-05-27 15:12:42,222 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.3%
2026-05-27 15:12:44,207 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.9%
2026-05-27 15:12:44,207 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.1%
2026-05-27 15:12:44,207 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.1%
2026-05-27 15:12:46,193 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.8%
2026-05-27 15:12:46,193 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.5%
2026-05-27 15:12:46,193 | WARNING | alerts | server-3 - HIGH RAM USAGE: 90.4%
2026-05-27 15:12:48,201 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.5%
2026-05-27 15:12:48,201 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.8%
2026-05-27 15:12:48,202 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.2%
2026-05-27 15:12:50,207 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.8%
2026-05-27 15:12:50,207 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.2%
2026-05-27 15:12:50,208 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.2%
2026-05-27 15:12:52,192 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.5%
2026-05-27 15:12:52,193 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.2%
2026-05-27 15:12:52,193 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.3%
2026-05-27 15:12:54,201 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.7%
2026-05-27 15:12:54,201 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.2%
2026-05-27 15:12:54,201 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.4%
2026-05-27 15:12:56,193 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.4%
2026-05-27 15:12:56,193 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.5%
2026-05-27 15:12:56,193 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.4%
2026-05-27 15:12:58,205 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.2%
2026-05-27 15:12:58,207 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.9%
2026-05-27 15:12:58,207 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.7%
2026-05-27 15:13:00,206 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.8%
2026-05-27 15:13:00,206 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.4%
2026-05-27 15:13:00,207 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.1%
2026-05-27 15:13:02,206 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.6%
2026-05-27 15:13:02,206 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.5%
2026-05-27 15:13:02,206 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.7%
2026-05-27 15:13:04,199 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.5%
2026-05-27 15:13:04,200 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.1%
2026-05-27 15:13:04,200 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.3%
2026-05-27 15:13:06,193 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.0%
2026-05-27 15:13:06,193 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.9%
2026-05-27 15:13:06,193 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.6%
2026-05-27 15:13:08,200 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.0%
2026-05-27 15:13:08,200 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.2%
2026-05-27 15:13:08,200 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.9%
2026-05-27 15:13:10,207 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.0%
2026-05-27 15:13:10,207 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.9%
2026-05-27 15:13:10,208 | WARNING | alerts | server-3 - HIGH RAM USAGE: 90.2%
2026-05-27 15:13:12,197 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.1%
2026-05-27 15:13:12,197 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.8%
2026-05-27 15:13:12,198 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.6%
2026-05-27 15:13:14,199 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.3%
2026-05-27 15:13:14,199 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.9%
2026-05-27 15:13:14,199 | WARNING | alerts | server-3 - HIGH RAM USAGE: 90.8%
2026-05-27 15:13:16,204 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.6%
2026-05-27 15:13:16,204 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.2%
2026-05-27 15:13:16,205 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.7%
2026-05-27 15:13:18,192 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.7%
2026-05-27 15:13:18,193 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.9%
2026-05-27 15:13:18,193 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.1%
2026-05-27 15:13:20,200 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.1%
2026-05-27 15:13:20,200 | WARNING | alerts | server-2 - HIGH RAM USAGE: 91.2%
2026-05-27 15:13:20,201 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.5%
2026-05-27 15:13:22,198 | WARNING | alerts | server-1 - HIGH RAM USAGE: 91.1%
2026-05-27 15:13:22,198 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.9%
2026-05-27 15:13:22,198 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.9%
2026-05-27 15:13:24,208 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.8%
2026-05-27 15:13:24,208 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.8%
2026-05-27 15:13:24,208 | WARNING | alerts | server-3 - HIGH RAM USAGE: 90.2%
2026-05-27 15:13:26,207 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.4%
2026-05-27 15:13:26,207 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.3%
2026-05-27 15:13:26,207 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.6%
2026-05-27 15:13:28,206 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.1%
2026-05-27 15:13:28,207 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.7%
2026-05-27 15:13:28,207 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.1%
2026-05-27 15:13:30,208 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.1%
2026-05-27 15:13:30,208 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.9%
2026-05-27 15:13:30,208 | WARNING | alerts | server-3 - HIGH RAM USAGE: 90.4%
2026-05-27 15:13:32,195 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.5%
2026-05-27 15:13:32,195 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.7%
2026-05-27 15:13:32,196 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.0%
2026-05-27 15:13:34,204 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.0%
2026-05-27 15:13:34,204 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.5%
2026-05-27 15:13:34,205 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.0%
2026-05-27 15:13:36,194 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.4%
2026-05-27 15:13:36,194 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.4%
2026-05-27 15:13:36,195 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.9%
2026-05-27 15:13:38,204 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.9%
2026-05-27 15:13:38,204 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.1%
2026-05-27 15:13:38,205 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.5%
2026-05-27 15:13:40,208 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.6%
2026-05-27 15:13:40,208 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.1%
2026-05-27 15:13:40,208 | WARNING | alerts | server-3 - HIGH RAM USAGE: 90.4%
2026-05-27 15:13:42,223 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.7%
2026-05-27 15:13:42,224 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.1%
2026-05-27 15:13:42,225 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.7%
2026-05-27 15:13:44,208 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.4%
2026-05-27 15:13:44,208 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.6%
2026-05-27 15:13:46,199 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.6%
2026-05-27 15:13:46,199 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.0%
2026-05-27 15:13:46,200 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.5%
2026-05-27 15:13:48,208 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.3%
2026-05-27 15:13:48,209 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.4%
2026-05-27 15:13:48,209 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.2%
2026-05-27 15:13:50,192 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.6%
2026-05-27 15:13:50,192 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.6%
2026-05-27 15:13:52,193 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.4%
2026-05-27 15:13:52,194 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.6%
2026-05-27 15:13:52,194 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.1%
2026-05-27 15:13:54,207 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.6%
2026-05-27 15:13:54,207 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.6%
2026-05-27 15:13:56,198 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.7%
2026-05-27 15:13:56,199 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.8%
2026-05-27 15:13:56,199 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.0%
2026-05-27 15:13:58,196 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.4%
2026-05-27 15:13:58,197 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.3%
2026-05-27 15:14:00,205 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.9%
2026-05-27 15:14:00,205 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.7%
2026-05-27 15:14:00,207 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.6%
2026-05-27 15:14:42,218 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.8%
2026-05-27 15:14:42,219 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.5%
2026-05-27 15:15:42,220 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.7%
2026-05-27 15:15:42,221 | WARNING | alerts | server-3 - HIGH CPU USAGE: 94.7%
2026-05-27 15:16:42,218 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.0%
2026-05-27 15:16:42,218 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.7%
2026-05-27 15:16:42,219 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.6%
2026-05-27 15:17:42,220 | WARNING | alerts | server-3 - HIGH CPU USAGE: 100.0%
2026-05-27 15:17:42,220 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.3%
2026-05-27 15:18:42,226 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.3%
2026-05-27 15:18:42,227 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.8%
2026-05-27 15:18:42,228 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.7%
2026-05-27 15:19:41,083 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.7%
2026-05-27 15:19:41,083 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.9%
2026-05-27 15:19:41,084 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.1%
2026-05-27 15:42:34,063 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.3%
2026-05-27 15:42:34,065 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.2%
2026-05-27 15:42:36,526 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.3%
2026-05-27 15:42:38,923 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.1%
2026-05-27 15:42:38,925 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.7%
2026-05-27 15:42:38,925 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.1%
2026-05-27 15:42:41,351 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.5%
2026-05-27 15:42:41,353 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.3%
2026-05-27 15:42:43,675 | WARNING | alerts | server-1 - HIGH CPU USAGE: 98.0%
2026-05-27 15:42:43,677 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.1%
2026-05-27 15:42:43,677 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.8%
2026-05-27 15:42:43,678 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.5%
2026-05-27 15:42:46,047 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.3%
2026-05-27 15:42:46,048 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.0%
2026-05-27 15:42:46,049 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.0%
2026-05-27 15:42:48,268 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.0%
2026-05-27 15:42:48,268 | WARNING | alerts | server-3 - HIGH RAM USAGE: 90.1%
2026-05-27 15:42:50,501 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.1%
2026-05-27 15:42:50,501 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.1%
2026-05-27 15:42:50,502 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.9%
2026-05-27 15:42:52,882 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.1%
2026-05-27 15:42:52,882 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.1%
2026-05-27 15:42:52,883 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.4%
2026-05-27 15:42:55,267 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.1%
2026-05-27 15:42:55,267 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.1%
2026-05-27 15:42:57,585 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.8%
2026-05-27 15:42:57,586 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.3%
2026-05-27 15:42:57,586 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.0%
2026-05-27 15:42:59,819 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.5%
2026-05-27 15:42:59,820 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.4%
2026-05-27 15:42:59,821 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.6%
2026-05-27 15:43:01,987 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.0%
2026-05-27 15:43:04,156 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.3%
2026-05-27 15:43:04,158 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.0%
2026-05-27 15:43:04,159 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.3%
2026-05-27 15:43:06,314 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.3%
2026-05-27 15:43:06,315 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.6%
2026-05-27 15:43:08,495 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.9%
2026-05-27 15:43:08,497 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.3%
2026-05-27 15:43:10,748 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.6%
2026-05-27 15:43:10,749 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.9%
2026-05-27 15:43:13,040 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.1%
2026-05-27 15:43:13,040 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.2%
2026-05-27 15:43:13,041 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.5%
2026-05-27 15:43:15,324 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.8%
2026-05-27 15:43:15,324 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.3%
2026-05-27 15:43:15,325 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.5%
2026-05-27 15:43:17,541 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.6%
2026-05-27 15:43:17,541 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.8%
2026-05-27 15:43:17,542 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.0%
2026-05-27 15:43:19,784 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.4%
2026-05-27 15:43:19,784 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.6%
2026-05-27 15:43:21,950 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.4%
2026-05-27 15:43:21,951 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.6%
2026-05-27 15:43:24,290 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.3%
2026-05-27 15:43:24,291 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.1%
2026-05-27 15:43:24,292 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.8%
2026-05-27 15:43:26,668 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.6%
2026-05-27 15:43:26,669 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.9%
2026-05-27 15:43:26,670 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.9%
2026-05-27 15:43:28,959 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.8%
2026-05-27 15:43:28,960 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.3%
2026-05-27 15:43:28,961 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.0%
2026-05-27 15:43:31,337 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.2%
2026-05-27 15:43:33,629 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.6%
2026-05-27 15:43:33,630 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.0%
2026-05-27 15:43:33,631 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.0%
2026-05-27 15:43:35,868 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.3%
2026-05-27 15:43:35,868 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.9%
2026-05-27 15:43:38,000 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.5%
2026-05-27 15:43:38,001 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.0%
2026-05-27 15:43:40,147 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.4%
2026-05-27 15:43:40,149 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.7%
2026-05-27 15:43:40,150 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.4%
2026-05-27 15:43:42,467 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.1%
2026-05-27 15:43:42,468 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.3%
2026-05-27 15:43:42,469 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.5%
2026-05-27 15:43:44,674 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.5%
2026-05-27 15:43:44,675 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.4%
2026-05-27 15:43:44,675 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.7%
2026-05-27 15:43:46,854 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.5%
2026-05-27 15:43:46,855 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.3%
2026-05-27 15:43:46,855 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.8%
2026-05-27 15:43:49,046 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.6%
2026-05-27 15:43:49,047 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.9%
2026-05-27 15:43:51,360 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.6%
2026-05-27 15:43:51,362 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.3%
2026-05-27 15:43:51,363 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.2%
2026-05-27 15:43:53,557 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.8%
2026-05-27 15:43:55,722 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.8%
2026-05-27 15:43:55,722 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.9%
2026-05-27 15:43:57,992 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.9%
2026-05-27 15:43:57,993 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.6%
2026-05-27 15:43:57,994 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.8%
2026-05-27 15:44:00,330 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.4%
2026-05-27 15:44:00,331 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.6%
2026-05-27 15:44:00,331 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.2%
2026-05-27 15:44:42,271 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.3%
2026-05-27 15:44:42,273 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.9%
2026-05-27 15:44:42,287 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.4%
2026-05-27 15:45:42,243 | WARNING | alerts | server-1 - HIGH RAM USAGE: 91.0%
2026-05-27 15:45:42,247 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.9%
2026-05-27 15:45:42,249 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.0%
2026-05-27 15:46:42,236 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.7%
2026-05-27 15:46:42,238 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.6%
2026-05-27 15:46:42,240 | WARNING | alerts | server-3 - HIGH CPU USAGE: 90.3%
2026-05-27 15:46:42,243 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.6%
2026-05-27 15:47:42,233 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.2%
2026-05-27 15:47:42,236 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.6%
2026-05-27 15:47:42,237 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.2%
2026-05-27 15:48:42,235 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.2%
2026-05-27 15:48:42,235 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.5%
2026-05-27 15:49:24,495 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.3%
2026-05-27 15:49:27,037 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.3%
